date,time,temperature,humidity
2025-02-21,02:19:49,26.1,30.9
2025-02-21,02:20:49,26.2,32.0
2025-02-21,02:21:47,26.1,30.8
2025-02-21,02:22:44,26.1,32.0
2025-02-21,02:23:47,26.1,31.0
2025-02-21,02:27:26,26.1,32.1
2025-02-21,02:28:26,26.1,30.7
2025-02-21,02:29:24,26.1,32.0
2025-02-21,02:30:27,26.1,30.7
2025-02-21,02:31:24,26.1,31.8
2025-02-21,02:32:24,26.2,30.7
2025-02-21,02:33:24,26.1,31.9
2025-02-21,02:34:27,26.1,32.0
2025-02-21,02:35:24,26.0,31.9
2025-02-21,02:36:24,26.1,32.0
2025-02-21,02:37:24,26.1,31.9
2025-02-21,02:38:27,26.0,30.7
2025-02-21,02:39:27,26.0,30.7
2025-02-21,02:40:27,26.1,30.7
2025-02-21,02:41:24,26.0,31.8
2025-02-21,10:50:52,26.1,30.7
2025-02-21,10:51:52,22.0,34.8
2025-02-21,10:52:55,21.9,34.7
2025-02-21,10:53:52,21.9,34.6
2025-02-21,10:54:52,21.9,34.4
2025-02-21,10:55:52,21.9,34.4
2025-02-21,10:56:52,21.9,34.4
2025-02-21,10:57:52,21.9,34.3
2025-02-21,10:58:52,21.9,34.4
2025-02-21,10:59:55,21.9,34.4
2025-02-21,11:00:52,21.9,34.4
2025-02-21,11:01:52,21.9,34.4
2025-02-21,11:02:52,22.0,33.3
2025-02-21,11:03:55,22.0,33.6
2025-02-21,11:04:52,22.0,34.8
2025-02-21,11:05:52,22.0,35.1
2025-02-21,11:06:52,22.0,35.2
2025-02-21,11:07:52,22.0,35.1
2025-02-21,11:08:55,22.0,35.0
2025-02-21,11:09:55,22.0,34.1
2025-02-21,11:10:52,22.0,35.2
2025-02-21,11:11:52,22.0,35.2
2025-02-21,11:12:52,22.0,34.0
2025-02-21,11:13:55,22.0,33.9
2025-02-21,11:14:55,22.0,34.2
2025-02-21,11:15:52,22.0,35.4
2025-02-21,11:16:52,22.0,34.5
2025-02-21,11:17:52,22.0,34.3
2025-02-21,11:18:52,22.0,35.6
2025-02-21,11:19:52,22.0,35.4
2025-02-21,11:20:52,22.0,35.6
2025-02-21,11:21:52,22.0,34.4
2025-02-21,11:22:52,22.0,34.4
2025-02-21,11:23:55,22.0,34.1
2025-02-21,11:24:55,22.0,34.5
2025-02-21,11:25:52,22.0,35.6
2025-02-21,11:27:55,22.0,34.1
2025-02-21,11:28:52,22.0,35.3
2025-02-21,11:29:52,22.0,32.7
2025-02-21,11:30:52,21.9,30.8
2025-02-21,11:31:52,21.8,28.9
2025-02-21,11:32:55,21.6,26.2
2025-02-21,11:33:52,21.6,27.1
2025-02-21,11:34:52,21.4,27.9
2025-02-21,11:35:52,21.4,27.8
2025-02-21,11:36:55,21.4,26.1
2025-02-21,11:37:55,21.3,26.0
2025-02-21,11:38:52,21.3,26.9
2025-02-21,11:39:55,21.3,26.1
2025-02-21,11:40:52,21.3,27.1
2025-02-21,11:41:52,21.3,26.7
2025-02-21,11:42:52,21.4,28.0
2025-02-21,11:43:52,21.4,28.3
2025-02-21,11:44:55,21.5,28.6
2025-02-21,11:45:52,21.5,28.5
2025-02-21,11:46:52,21.5,28.0
2025-02-21,11:47:52,21.5,27.6
2025-02-21,11:48:55,21.5,26.8
2025-02-21,11:49:55,21.6,27.8
2025-02-21,11:50:55,21.6,27.1
2025-02-21,11:51:55,21.6,27.1
2025-02-21,11:52:55,21.6,27.3
2025-02-21,11:53:52,21.6,28.1
2025-02-21,11:54:52,21.7,28.1
2025-02-21,11:55:52,21.8,28.2
2025-02-21,11:56:52,21.8,28.0
2025-02-21,11:57:52,21.9,28.0
2025-02-21,11:58:52,21.8,27.7
2025-02-21,11:59:52,21.9,27.8
2025-02-21,12:00:52,21.9,28.0
2025-02-21,12:01:52,21.9,27.9
2025-02-21,12:02:57,21.9,27.5
2025-02-21,12:03:52,21.9,27.4
2025-02-21,12:04:55,21.9,26.3
2025-02-21,12:05:55,21.8,25.0
2025-02-21,12:06:55,21.8,26.4
2025-02-21,12:07:52,21.8,26.3
2025-02-21,12:08:52,21.9,26.2
2025-02-21,12:09:52,21.8,26.6
2025-02-21,12:10:52,21.8,26.8
2025-02-21,12:11:52,21.9,27.1
2025-02-21,12:12:52,21.8,27.5
2025-02-21,12:13:52,21.8,26.1
2025-02-21,12:14:55,21.7,23.6
2025-02-21,12:15:55,21.6,22.9
2025-02-21,12:16:57,21.5,23.1
2025-02-21,12:17:55,21.4,22.5
2025-02-21,12:18:55,21.4,23.4
2025-02-21,12:19:52,21.4,24.4
2025-02-21,12:20:52,21.4,25.1
2025-02-21,12:21:52,21.4,27.4
2025-02-21,12:22:52,21.3,26.1
2025-02-21,12:23:52,21.2,25.0
2025-02-21,12:24:52,21.2,24.9
2025-02-21,12:25:52,21.2,25.6
2025-02-21,12:26:55,21.3,26.0
2025-02-21,12:27:55,21.3,26.5
2025-02-21,12:28:55,21.4,27.1
2025-02-21,12:29:57,21.4,27.6
2025-02-21,12:30:55,21.5,26.5
2025-02-21,12:31:52,21.5,27.4
2025-02-21,12:32:52,21.5,26.6
2025-02-21,12:33:52,21.8,28.2
2025-02-21,12:34:52,21.8,27.9
2025-02-21,12:35:52,21.7,28.2
2025-02-21,12:36:52,21.7,28.3
2025-02-21,12:37:52,21.7,28.5
2025-02-21,12:38:52,21.7,28.6
2025-02-21,12:39:55,21.7,27.8
2025-02-21,12:40:55,21.7,29.0
2025-02-21,12:41:52,21.6,28.8
2025-02-21,12:42:52,21.7,28.1
2025-02-21,12:43:55,21.7,28.4
2025-02-21,12:44:52,21.7,29.3
2025-02-21,12:45:55,21.7,29.8
2025-02-21,12:46:52,21.6,29.7
2025-02-21,12:47:52,21.7,30.0
2025-02-21,12:48:52,21.7,30.1
2025-02-21,12:49:52,21.7,30.3
2025-02-21,12:50:52,21.7,30.5
2025-02-21,12:51:52,21.7,30.7
2025-02-21,12:52:52,21.7,30.9
2025-02-21,12:53:57,21.6,31.2
2025-02-21,12:54:55,21.7,30.2
2025-02-21,12:55:52,21.6,31.3
2025-02-21,12:56:55,21.7,30.5
2025-02-21,12:57:55,21.7,31.9
2025-02-21,12:58:52,21.7,31.8
2025-02-21,12:59:52,21.7,31.9
2025-02-21,13:00:52,21.7,32.1
2025-02-21,13:01:55,21.7,32.2
2025-02-21,13:02:52,21.7,32.2
2025-02-21,13:03:52,21.7,32.5
2025-02-21,13:04:55,21.7,31.5
2025-02-21,13:05:52,21.7,32.7
2025-02-21,13:06:52,21.7,32.7
2025-02-21,13:07:52,21.7,31.3
2025-02-21,13:08:55,21.7,31.6
2025-02-21,13:09:52,21.6,32.7
2025-02-21,13:10:52,21.7,31.9
2025-02-21,13:11:55,21.7,33.3
2025-02-21,13:12:52,21.6,33.1
2025-02-21,13:13:52,21.7,33.2
2025-02-21,13:14:52,21.6,33.1
2025-02-21,13:15:52,21.7,33.2
2025-02-21,13:16:52,21.7,33.2
2025-02-21,13:17:52,21.7,33.4
2025-02-21,13:18:52,21.6,33.3
2025-02-21,13:19:55,21.7,33.3
2025-02-21,13:20:52,21.6,33.1
2025-02-21,13:21:52,21.7,33.3
2025-02-21,13:22:55,21.7,33.3
2025-02-21,13:23:52,21.7,33.3
2025-02-21,13:24:52,21.7,33.3
2025-02-21,13:25:52,21.7,33.5
2025-02-21,13:26:52,21.7,33.5
2025-02-21,13:27:52,21.6,33.5
2025-02-21,13:28:52,21.6,33.5
2025-02-21,13:29:52,21.6,33.5
2025-02-21,13:30:52,21.6,33.6
2025-02-21,13:31:52,21.6,33.8
2025-02-21,13:32:55,21.6,33.9
2025-02-21,13:33:52,21.6,33.8
2025-02-21,13:34:55,21.6,34.0
2025-02-21,13:35:52,21.6,33.9
2025-02-21,13:36:52,21.6,34.0
2025-02-21,13:37:52,21.5,34.1
2025-02-21,13:38:52,21.5,34.2
2025-02-21,13:39:57,21.5,34.2
2025-02-21,13:40:52,21.6,34.3
2025-02-21,13:41:52,21.6,34.4
2025-02-21,13:42:57,21.5,34.5
2025-02-21,13:43:55,21.6,34.7
2025-02-21,13:44:52,21.5,34.6
2025-02-21,13:45:55,21.6,33.6
2025-02-21,13:46:55,21.6,35.0
2025-02-21,13:47:55,21.5,34.8
2025-02-21,13:48:52,21.5,34.7
2025-02-21,13:49:52,21.5,34.6
2025-02-21,13:50:52,21.6,34.8
2025-02-21,13:51:55,21.6,35.0
2025-02-21,13:52:52,21.5,34.8
2025-02-21,13:53:52,21.5,35.0
2025-02-21,13:54:52,21.6,35.1
2025-02-21,13:55:57,21.5,35.0
2025-02-21,13:56:52,21.6,35.0
2025-02-21,13:57:55,21.6,35.1
2025-02-21,13:58:52,21.6,35.1
2025-02-21,13:59:52,21.6,35.1
